batch,action_idx,action,Q,W
64000,17,"('hunt', 2, 2)",-4.543015480041504,-8.507390975952148
64000,18,"('expedition', 0, 0)",,
64200,0,"('wait', 0, 0)",-12.175607681274414,-45.632102966308594
64200,1,"('wait', 0, 1)",-9.218505859375,-32.30080795288086
64200,2,"('wait', 0, 2)",-8.890655517578125,-31.34610939025879
64200,3,"('wait', 1, 0)",-9.932438850402832,-36.60606384277344
64200,4,"('wait', 1, 1)",-6.088142395019531,-17.282451629638672
64200,5,"('wait', 1, 2)",-6.477464199066162,-19.058128356933594
64200,6,"('wait', 2, 0)",-9.86218547821045,-40.220367431640625
64200,7,"('wait', 2, 1)",-6.896513938903809,-25.657453536987305
64200,8,"('wait', 2, 2)",-5.303121566772461,-11.887243270874023
64200,9,"('hunt', 0, 0)",-12.615588188171387,-46.227725982666016
64200,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
64200,11,"('hunt', 0, 2)",-8.805041313171387,-30.38713264465332
64200,12,"('hunt', 1, 0)",-9.577733993530273,-34.53786087036133
64200,13,"('hunt', 1, 1)",-5.898130893707275,-15.586297035217285
64200,14,"('hunt', 1, 2)",-6.079776287078857,-16.913549423217773
64200,15,"('hunt', 2, 0)",-9.29923152923584,-37.652462005615234
64200,16,"('hunt', 2, 1)",-7.060024261474609,-24.817649841308594
64200,17,"('hunt', 2, 2)",-4.528919696807861,-8.466032981872559
64200,18,"('expedition', 0, 0)",,
64400,0,"('wait', 0, 0)",-12.175607681274414,-45.632102966308594
64400,1,"('wait', 0, 1)",-9.230826377868652,-32.289878845214844
64400,2,"('wait', 0, 2)",-8.890655517578125,-31.34610939025879
64400,3,"('wait', 1, 0)",-9.932438850402832,-36.60606384277344
64400,4,"('wait', 1, 1)",-6.088142395019531,-17.282451629638672
64400,5,"('wait', 1, 2)",-6.479125499725342,-19.056365966796875
64400,6,"('wait', 2, 0)",-9.873674392700195,-40.23618698120117
64400,7,"('wait', 2, 1)",-6.896513938903809,-25.657453536987305
64400,8,"('wait', 2, 2)",-5.303121566772461,-11.887243270874023
64400,9,"('hunt', 0, 0)",-12.615588188171387,-46.227725982666016
64400,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
64400,11,"('hunt', 0, 2)",-8.805041313171387,-30.38713264465332
64400,12,"('hunt', 1, 0)",-9.577733993530273,-34.53786087036133
64400,13,"('hunt', 1, 1)",-5.898130893707275,-15.586297035217285
64400,14,"('hunt', 1, 2)",-6.079776287078857,-16.913549423217773
64400,15,"('hunt', 2, 0)",-9.304583549499512,-37.6796989440918
64400,16,"('hunt', 2, 1)",-7.079611301422119,-24.893600463867188
64400,17,"('hunt', 2, 2)",-4.5651655197143555,-8.788054466247559
64400,18,"('expedition', 0, 0)",,
64600,0,"('wait', 0, 0)",-12.188258171081543,-45.64896011352539
64600,1,"('wait', 0, 1)",-9.238999366760254,-32.28304672241211
64600,2,"('wait', 0, 2)",-8.894573211669922,-31.3436336517334
64600,3,"('wait', 1, 0)",-9.954005241394043,-36.67127227783203
64600,4,"('wait', 1, 1)",-6.088142395019531,-17.282451629638672
64600,5,"('wait', 1, 2)",-6.479125499725342,-19.056365966796875
64600,6,"('wait', 2, 0)",-9.873674392700195,-40.23618698120117
64600,7,"('wait', 2, 1)",-6.896513938903809,-25.657453536987305
64600,8,"('wait', 2, 2)",-5.303121566772461,-11.887243270874023
64600,9,"('hunt', 0, 0)",-12.615588188171387,-46.227725982666016
64600,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
64600,11,"('hunt', 0, 2)",-8.805041313171387,-30.38713264465332
64600,12,"('hunt', 1, 0)",-9.577733993530273,-34.53786087036133
64600,13,"('hunt', 1, 1)",-5.898130893707275,-15.586297035217285
64600,14,"('hunt', 1, 2)",-6.081069469451904,-16.929174423217773
64600,15,"('hunt', 2, 0)",-9.309914588928223,-37.67017364501953
64600,16,"('hunt', 2, 1)",-7.079611301422119,-24.893600463867188
64600,17,"('hunt', 2, 2)",-4.518178462982178,-8.31367015838623
64600,18,"('expedition', 0, 0)",,
64800,0,"('wait', 0, 0)",-12.194548606872559,-45.65672302246094
64800,1,"('wait', 0, 1)",-9.243058204650879,-32.27936553955078
64800,2,"('wait', 0, 2)",-8.898468971252441,-31.341552734375
64800,3,"('wait', 1, 0)",-9.958855628967285,-36.67333221435547
64800,4,"('wait', 1, 1)",-6.088142395019531,-17.282451629638672
64800,5,"('wait', 1, 2)",-6.479125499725342,-19.056365966796875
64800,6,"('wait', 2, 0)",-9.895956039428711,-40.2967529296875
64800,7,"('wait', 2, 1)",-6.896513938903809,-25.657453536987305
64800,8,"('wait', 2, 2)",-5.303121566772461,-11.887243270874023
64800,9,"('hunt', 0, 0)",-12.615588188171387,-46.227725982666016
64800,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
64800,11,"('hunt', 0, 2)",-8.805041313171387,-30.38713264465332
64800,12,"('hunt', 1, 0)",-9.5822172164917,-34.55280303955078
64800,13,"('hunt', 1, 1)",-5.899245738983154,-15.571280479431152
64800,14,"('hunt', 1, 2)",-6.081069469451904,-16.929174423217773
64800,15,"('hunt', 2, 0)",-9.309914588928223,-37.67017364501953
64800,16,"('hunt', 2, 1)",-7.085312366485596,-24.89801025390625
64800,17,"('hunt', 2, 2)",-4.580089569091797,-8.704590797424316
64800,18,"('expedition', 0, 0)",,
65000,0,"('wait', 0, 0)",-12.194548606872559,-45.65672302246094
65000,1,"('wait', 0, 1)",-9.267655372619629,-32.344547271728516
65000,2,"('wait', 0, 2)",-8.9227294921875,-31.408815383911133
65000,3,"('wait', 1, 0)",-9.96369743347168,-36.67532730102539
65000,4,"('wait', 1, 1)",-6.088142395019531,-17.282451629638672
65000,5,"('wait', 1, 2)",-6.479125499725342,-19.056365966796875
65000,6,"('wait', 2, 0)",-9.923831939697266,-40.36536407470703
65000,7,"('wait', 2, 1)",-6.896513938903809,-25.657453536987305
65000,8,"('wait', 2, 2)",-5.303121566772461,-11.887243270874023
65000,9,"('hunt', 0, 0)",-12.638357162475586,-46.28322219848633
65000,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
65000,11,"('hunt', 0, 2)",-8.808725357055664,-30.37247657775879
65000,12,"('hunt', 1, 0)",-9.59117317199707,-34.552391052246094
65000,13,"('hunt', 1, 1)",-5.900353908538818,-15.555961608886719
65000,14,"('hunt', 1, 2)",-6.081069469451904,-16.929174423217773
65000,15,"('hunt', 2, 0)",-9.31519889831543,-37.69688034057617
65000,16,"('hunt', 2, 1)",-7.090983867645264,-24.865877151489258
65000,17,"('hunt', 2, 2)",-4.635897636413574,-8.805636405944824
65000,18,"('expedition', 0, 0)",,
65200,0,"('wait', 0, 0)",-12.239886283874512,-45.76817321777344
65200,1,"('wait', 0, 1)",-9.296228408813477,-32.406219482421875
65200,2,"('wait', 0, 2)",-8.946942329406738,-31.47550392150879
65200,3,"('wait', 1, 0)",-9.96369743347168,-36.67532730102539
65200,4,"('wait', 1, 1)",-6.088142395019531,-17.282451629638672
65200,5,"('wait', 1, 2)",-6.479125499725342,-19.056365966796875
65200,6,"('wait', 2, 0)",-9.923831939697266,-40.36536407470703
65200,7,"('wait', 2, 1)",-6.899601936340332,-25.661609649658203
65200,8,"('wait', 2, 2)",-5.303440093994141,-11.887716293334961
65200,9,"('hunt', 0, 0)",-12.638357162475586,-46.28322219848633
65200,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
65200,11,"('hunt', 0, 2)",-8.808725357055664,-30.37247657775879
65200,12,"('hunt', 1, 0)",-9.59117317199707,-34.552391052246094
65200,13,"('hunt', 1, 1)",-5.901451587677002,-15.540804862976074
65200,14,"('hunt', 1, 2)",-6.081069469451904,-16.929174423217773
65200,15,"('hunt', 2, 0)",-9.31519889831543,-37.69688034057617
65200,16,"('hunt', 2, 1)",-7.090983867645264,-24.865877151489258
65200,17,"('hunt', 2, 2)",-4.652045726776123,-9.229589462280273
65200,18,"('expedition', 0, 0)",,
65400,0,"('wait', 0, 0)",-12.239886283874512,-45.76817321777344
65400,1,"('wait', 0, 1)",-9.296228408813477,-32.406219482421875
65400,2,"('wait', 0, 2)",-8.954660415649414,-31.47063446044922
65400,3,"('wait', 1, 0)",-9.96369743347168,-36.67532730102539
65400,4,"('wait', 1, 1)",-6.089585781097412,-17.284282684326172
65400,5,"('wait', 1, 2)",-6.48075532913208,-19.055715560913086
65400,6,"('wait', 2, 0)",-9.923831939697266,-40.36536407470703
65400,7,"('wait', 2, 1)",-6.899601936340332,-25.661609649658203
65400,8,"('wait', 2, 2)",-5.303598880767822,-11.887737274169922
65400,9,"('hunt', 0, 0)",-12.6609525680542,-46.33823013305664
65400,10,"('hunt', 0, 1)",-8.811874389648438,-29.880146026611328
65400,11,"('hunt', 0, 2)",-8.836019515991211,-30.438331604003906
65400,12,"('hunt', 1, 0)",-9.616414070129395,-34.632972717285156
65400,13,"('hunt', 1, 1)",-5.901451587677002,-15.540804862976074
65400,14,"('hunt', 1, 2)",-6.083612442016602,-16.92731475830078
65400,15,"('hunt', 2, 0)",-9.320440292358398,-37.723854064941406
65400,16,"('hunt', 2, 1)",-7.090983867645264,-24.865877151489258
65400,17,"('hunt', 2, 2)",-4.559791564941406,-8.524079322814941
65400,18,"('expedition', 0, 0)",,
65600,0,"('wait', 0, 0)",-12.26245403289795,-45.82354736328125
65600,1,"('wait', 0, 1)",-9.316563606262207,-32.474308013916016
65600,2,"('wait', 0, 2)",-8.954660415649414,-31.47063446044922
65600,3,"('wait', 1, 0)",-9.968478202819824,-36.677772521972656
65600,4,"('wait', 1, 1)",-6.091025352478027,-17.285451889038086
65600,5,"('wait', 1, 2)",-6.482377529144287,-19.055641174316406
65600,6,"('wait', 2, 0)",-9.923831939697266,-40.36536407470703
65600,7,"('wait', 2, 1)",-6.899601936340332,-25.661609649658203
65600,8,"('wait', 2, 2)",-5.3037567138671875,-11.887285232543945
65600,9,"('hunt', 0, 0)",-12.68342113494873,-46.392860412597656
65600,10,"('hunt', 0, 1)",-8.826189041137695,-29.84056282043457
65600,11,"('hunt', 0, 2)",-8.895874977111816,-30.64674186706543
65600,12,"('hunt', 1, 0)",-9.620832443237305,-34.64775848388672
65600,13,"('hunt', 1, 1)",-5.901451587677002,-15.540804862976074
65600,14,"('hunt', 1, 2)",-6.083612442016602,-16.92731475830078
65600,15,"('hunt', 2, 0)",-9.325653076171875,-37.71543502807617
65600,16,"('hunt', 2, 1)",-7.093770980834961,-24.849781036376953
65600,17,"('hunt', 2, 2)",-4.556841850280762,-8.356563568115234
65600,18,"('expedition', 0, 0)",,
65800,0,"('wait', 0, 0)",-12.26245403289795,-45.82354736328125
65800,1,"('wait', 0, 1)",-9.316563606262207,-32.474308013916016
65800,2,"('wait', 0, 2)",-8.954660415649414,-31.47063446044922
65800,3,"('wait', 1, 0)",-9.965096473693848,-36.589054107666016
65800,4,"('wait', 1, 1)",-6.091025352478027,-17.285451889038086
65800,5,"('wait', 1, 2)",-6.482377529144287,-19.055641174316406
65800,6,"('wait', 2, 0)",-9.945666313171387,-40.42455291748047
65800,7,"('wait', 2, 1)",-6.902655124664307,-25.665023803710938
65800,8,"('wait', 2, 2)",-5.3037567138671875,-11.887285232543945
65800,9,"('hunt', 0, 0)",-12.68342113494873,-46.392860412597656
65800,10,"('hunt', 0, 1)",-8.826189041137695,-29.84056282043457
65800,11,"('hunt', 0, 2)",-8.895874977111816,-30.64674186706543
65800,12,"('hunt', 1, 0)",-9.629636764526367,-34.617706298828125
65800,13,"('hunt', 1, 1)",-5.903629302978516,-15.573647499084473
65800,14,"('hunt', 1, 2)",-6.083612442016602,-16.92731475830078
65800,15,"('hunt', 2, 0)",-9.373800277709961,-37.83089065551758
65800,16,"('hunt', 2, 1)",-7.093770980834961,-24.849781036376953
65800,17,"('hunt', 2, 2)",-4.4895339012146,-8.304450035095215
65800,18,"('expedition', 0, 0)",,
66000,0,"('wait', 0, 0)",-12.26245403289795,-45.82354736328125
66000,1,"('wait', 0, 1)",-9.344728469848633,-32.536258697509766
66000,2,"('wait', 0, 2)",-8.97467041015625,-31.538658142089844
66000,3,"('wait', 1, 0)",-9.96982479095459,-36.591880798339844
66000,4,"('wait', 1, 1)",-6.092451095581055,-17.287084579467773
66000,5,"('wait', 1, 2)",-6.485594749450684,-19.05611228942871
66000,6,"('wait', 2, 0)",-9.95682144165039,-40.442466735839844
66000,7,"('wait', 2, 1)",-6.902655124664307,-25.665023803710938
66000,8,"('wait', 2, 2)",-5.3037567138671875,-11.887285232543945
66000,9,"('hunt', 0, 0)",-12.705767631530762,-46.44712829589844
66000,10,"('hunt', 0, 1)",-8.845946311950684,-29.910762786865234
66000,11,"('hunt', 0, 2)",-8.895874977111816,-30.64674186706543
66000,12,"('hunt', 1, 0)",-9.634017944335938,-34.60285568237305
66000,13,"('hunt', 1, 1)",-5.920924663543701,-15.657157897949219
66000,14,"('hunt', 1, 2)",-6.083612442016602,-16.92731475830078
66000,15,"('hunt', 2, 0)",-9.378990173339844,-37.822322845458984
66000,16,"('hunt', 2, 1)",-7.096546173095703,-24.86992073059082
66000,17,"('hunt', 2, 2)",-4.472943305969238,-7.857882976531982
66000,18,"('expedition', 0, 0)",,
66200,0,"('wait', 0, 0)",-12.26245403289795,-45.82354736328125
66200,1,"('wait', 0, 1)",-9.344728469848633,-32.536258697509766
66200,2,"('wait', 0, 2)",-8.97467041015625,-31.538658142089844
66200,3,"('wait', 1, 0)",-9.96982479095459,-36.591880798339844
66200,4,"('wait', 1, 1)",-6.0938720703125,-17.288082122802734
66200,5,"('wait', 1, 2)",-6.487195014953613,-19.056461334228516
66200,6,"('wait', 2, 0)",-9.954296112060547,-40.34993362426758
66200,7,"('wait', 2, 1)",-6.9248948097229,-25.73975944519043
66200,8,"('wait', 2, 2)",-5.303913116455078,-11.886950492858887
66200,9,"('hunt', 0, 0)",-12.727996826171875,-46.50104904174805
66200,10,"('hunt', 0, 1)",-8.845946311950684,-29.910762786865234
66200,11,"('hunt', 0, 2)",-8.903114318847656,-30.616928100585938
66200,12,"('hunt', 1, 0)",-9.658912658691406,-34.6821403503418
66200,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
66200,14,"('hunt', 1, 2)",-6.084858417510986,-16.91144561767578
66200,15,"('hunt', 2, 0)",-9.378990173339844,-37.822322845458984
66200,16,"('hunt', 2, 1)",-7.096546173095703,-24.86992073059082
66200,17,"('hunt', 2, 2)",-4.407320499420166,-7.627481460571289
66200,18,"('expedition', 0, 0)",,
66400,0,"('wait', 0, 0)",-12.26245403289795,-45.82354736328125
66400,1,"('wait', 0, 1)",-9.348691940307617,-32.53313064575195
66400,2,"('wait', 0, 2)",-8.97467041015625,-31.538658142089844
66400,3,"('wait', 1, 0)",-9.96982479095459,-36.591880798339844
66400,4,"('wait', 1, 1)",-6.11138391494751,-17.36928939819336
66400,5,"('wait', 1, 2)",-6.4887919425964355,-19.05678939819336
66400,6,"('wait', 2, 0)",-9.954296112060547,-40.34993362426758
66400,7,"('wait', 2, 1)",-6.92792272567749,-25.742080688476562
66400,8,"('wait', 2, 2)",-5.303913116455078,-11.886950492858887
66400,9,"('hunt', 0, 0)",-12.734094619750977,-46.494598388671875
66400,10,"('hunt', 0, 1)",-8.849475860595703,-29.92262840270996
66400,11,"('hunt', 0, 2)",-8.92281436920166,-30.685388565063477
66400,12,"('hunt', 1, 0)",-9.683716773986816,-34.7611198425293
66400,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
66400,14,"('hunt', 1, 2)",-6.084858417510986,-16.91144561767578
66400,15,"('hunt', 2, 0)",-9.38414478302002,-37.84855270385742
66400,16,"('hunt', 2, 1)",-7.099302291870117,-24.889850616455078
66400,17,"('hunt', 2, 2)",-4.404234409332275,-8.124981880187988
66400,18,"('expedition', 0, 0)",,
66600,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
66600,1,"('wait', 0, 1)",-9.348691940307617,-32.53313064575195
66600,2,"('wait', 0, 2)",-8.982216835021973,-31.533166885375977
66600,3,"('wait', 1, 0)",-9.96982479095459,-36.591880798339844
66600,4,"('wait', 1, 1)",-6.11138391494751,-17.36928939819336
66600,5,"('wait', 1, 2)",-6.490382194519043,-19.057472229003906
66600,6,"('wait', 2, 0)",-9.954296112060547,-40.34993362426758
66600,7,"('wait', 2, 1)",-6.92792272567749,-25.742080688476562
66600,8,"('wait', 2, 2)",-5.304067611694336,-11.886750221252441
66600,9,"('hunt', 0, 0)",-12.740171432495117,-46.50859451293945
66600,10,"('hunt', 0, 1)",-8.849475860595703,-29.92262840270996
66600,11,"('hunt', 0, 2)",-8.92640209197998,-30.694992065429688
66600,12,"('hunt', 1, 0)",-9.692404747009277,-34.76141357421875
66600,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
66600,14,"('hunt', 1, 2)",-6.079314231872559,-16.826738357543945
66600,15,"('hunt', 2, 0)",-9.41554069519043,-37.960697174072266
66600,16,"('hunt', 2, 1)",-7.099302291870117,-24.889850616455078
66600,17,"('hunt', 2, 2)",-4.468743324279785,-8.654471397399902
66600,18,"('expedition', 0, 0)",,
66800,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
66800,1,"('wait', 0, 1)",-9.352472305297852,-32.44293212890625
66800,2,"('wait', 0, 2)",-8.982216835021973,-31.533166885375977
66800,3,"('wait', 1, 0)",-9.96982479095459,-36.591880798339844
66800,4,"('wait', 1, 1)",-6.11138391494751,-17.36928939819336
66800,5,"('wait', 1, 2)",-6.493542671203613,-19.058835983276367
66800,6,"('wait', 2, 0)",-9.959781646728516,-40.3580436706543
66800,7,"('wait', 2, 1)",-6.92792272567749,-25.742080688476562
66800,8,"('wait', 2, 2)",-5.304222106933594,-11.886740684509277
66800,9,"('hunt', 0, 0)",-12.740171432495117,-46.50859451293945
66800,10,"('hunt', 0, 1)",-8.852983474731445,-29.933717727661133
66800,11,"('hunt', 0, 2)",-8.92198371887207,-30.613189697265625
66800,12,"('hunt', 1, 0)",-9.69672679901123,-34.747291564941406
66800,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
66800,14,"('hunt', 1, 2)",-6.08172607421875,-16.7960147857666
66800,15,"('hunt', 2, 0)",-9.41554069519043,-37.960697174072266
66800,16,"('hunt', 2, 1)",-7.102033615112305,-24.874879837036133
66800,17,"('hunt', 2, 2)",-4.497197151184082,-9.10816478729248
66800,18,"('expedition', 0, 0)",,
67000,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
67000,1,"('wait', 0, 1)",-9.352472305297852,-32.44293212890625
67000,2,"('wait', 0, 2)",-8.985960006713867,-31.53050422668457
67000,3,"('wait', 1, 0)",-9.96982479095459,-36.591880798339844
67000,4,"('wait', 1, 1)",-6.11279296875,-17.36907196044922
67000,5,"('wait', 1, 2)",-6.487156867980957,-18.987834930419922
67000,6,"('wait', 2, 0)",-9.96524715423584,-40.36581802368164
67000,7,"('wait', 2, 1)",-6.930914878845215,-25.74549102783203
67000,8,"('wait', 2, 2)",-5.304375648498535,-11.886825561523438
67000,9,"('hunt', 0, 0)",-12.740171432495117,-46.50859451293945
67000,10,"('hunt', 0, 1)",-8.872336387634277,-30.002349853515625
67000,11,"('hunt', 0, 2)",-8.964415550231934,-30.758338928222656
67000,12,"('hunt', 1, 0)",-9.716924667358398,-34.8112678527832
67000,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
67000,14,"('hunt', 1, 2)",-6.084115505218506,-16.766460418701172
67000,15,"('hunt', 2, 0)",-9.436572074890137,-38.0211067199707
67000,16,"('hunt', 2, 1)",-7.102033615112305,-24.874879837036133
67000,17,"('hunt', 2, 2)",-4.4490647315979,-8.713918685913086
67000,18,"('expedition', 0, 0)",,
67200,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
67200,1,"('wait', 0, 1)",-9.356341361999512,-32.440040588378906
67200,2,"('wait', 0, 2)",-8.989684104919434,-31.52849006652832
67200,3,"('wait', 1, 0)",-9.971099853515625,-36.5076789855957
67200,4,"('wait', 1, 1)",-6.115602970123291,-17.36937713623047
67200,5,"('wait', 1, 2)",-6.487156867980957,-18.987834930419922
67200,6,"('wait', 2, 0)",-9.976114273071289,-40.381996154785156
67200,7,"('wait', 2, 1)",-6.930914878845215,-25.74549102783203
67200,8,"('wait', 2, 2)",-5.304375648498535,-11.886825561523438
67200,9,"('hunt', 0, 0)",-12.811715126037598,-46.66071701049805
67200,10,"('hunt', 0, 1)",-8.879281044006348,-29.97042465209961
67200,11,"('hunt', 0, 2)",-8.96796703338623,-30.768259048461914
67200,12,"('hunt', 1, 0)",-9.737078666687012,-34.87501907348633
67200,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
67200,14,"('hunt', 1, 2)",-6.085299491882324,-16.75202178955078
67200,15,"('hunt', 2, 0)",-9.46766185760498,-38.06330108642578
67200,16,"('hunt', 2, 1)",-7.099522590637207,-24.78388023376465
67200,17,"('hunt', 2, 2)",-4.458939075469971,-8.64734935760498
67200,18,"('expedition', 0, 0)",,
67400,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
67400,1,"('wait', 0, 1)",-9.356341361999512,-32.440040588378906
67400,2,"('wait', 0, 2)",-8.993398666381836,-31.526687622070312
67400,3,"('wait', 1, 0)",-9.980245590209961,-36.51291275024414
67400,4,"('wait', 1, 1)",-6.119802474975586,-17.369354248046875
67400,5,"('wait', 1, 2)",-6.48870325088501,-18.98780632019043
67400,6,"('wait', 2, 0)",-9.976114273071289,-40.381996154785156
67400,7,"('wait', 2, 1)",-6.930914878845215,-25.74549102783203
67400,8,"('wait', 2, 2)",-5.304375648498535,-11.886825561523438
67400,9,"('hunt', 0, 0)",-12.833474159240723,-46.71326446533203
67400,10,"('hunt', 0, 1)",-8.879281044006348,-29.97042465209961
67400,11,"('hunt', 0, 2)",-8.990825653076172,-30.845003128051758
67400,12,"('hunt', 1, 0)",-9.741358757019043,-34.86015701293945
67400,13,"('hunt', 1, 1)",-5.922016620635986,-15.64242172241211
67400,14,"('hunt', 1, 2)",-6.086472988128662,-16.737483978271484
67400,15,"('hunt', 2, 0)",-9.477821350097656,-38.114418029785156
67400,16,"('hunt', 2, 1)",-7.099522590637207,-24.78388023376465
67400,17,"('hunt', 2, 2)",-4.454889297485352,-9.179454803466797
67400,18,"('expedition', 0, 0)",,
67600,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
67600,1,"('wait', 0, 1)",-9.375935554504395,-32.505672454833984
67600,2,"('wait', 0, 2)",-8.997087478637695,-31.524662017822266
67600,3,"('wait', 1, 0)",-9.980245590209961,-36.51291275024414
67600,4,"('wait', 1, 1)",-6.121197700500488,-17.369951248168945
67600,5,"('wait', 1, 2)",-6.48870325088501,-18.98780632019043
67600,6,"('wait', 2, 0)",-9.997235298156738,-40.43928146362305
67600,7,"('wait', 2, 1)",-6.930914878845215,-25.74549102783203
67600,8,"('wait', 2, 2)",-5.296656131744385,-11.82251262664795
67600,9,"('hunt', 0, 0)",-12.833474159240723,-46.71326446533203
67600,10,"('hunt', 0, 1)",-8.882721900939941,-29.954750061035156
67600,11,"('hunt', 0, 2)",-8.990825653076172,-30.845003128051758
67600,12,"('hunt', 1, 0)",-9.741358757019043,-34.86015701293945
67600,13,"('hunt', 1, 1)",-5.923077583312988,-15.627815246582031
67600,14,"('hunt', 1, 2)",-6.086472988128662,-16.737483978271484
67600,15,"('hunt', 2, 0)",-9.482877731323242,-38.13962173461914
67600,16,"('hunt', 2, 1)",-7.1048583984375,-24.788949966430664
67600,17,"('hunt', 2, 2)",-4.532095432281494,-9.617486000061035
67600,18,"('expedition', 0, 0)",,
67800,0,"('wait', 0, 0)",-12.28455638885498,-45.877716064453125
67800,1,"('wait', 0, 1)",-9.375935554504395,-32.505672454833984
67800,2,"('wait', 0, 2)",-9.000771522521973,-31.522621154785156
67800,3,"('wait', 1, 0)",-9.984784126281738,-36.514747619628906
67800,4,"('wait', 1, 1)",-6.121197700500488,-17.369951248168945
67800,5,"('wait', 1, 2)",-6.490242004394531,-18.987234115600586
67800,6,"('wait', 2, 0)",-9.997235298156738,-40.43928146362305
67800,7,"('wait', 2, 1)",-6.933861255645752,-25.749755859375
67800,8,"('wait', 2, 2)",-5.296656131744385,-11.82251262664795
67800,9,"('hunt', 0, 0)",-12.833474159240723,-46.71326446533203
67800,10,"('hunt', 0, 1)",-8.882721900939941,-29.954750061035156
67800,11,"('hunt', 0, 2)",-8.990825653076172,-30.845003128051758
67800,12,"('hunt', 1, 0)",-9.745611190795898,-34.87351989746094
67800,13,"('hunt', 1, 1)",-5.940848350524902,-15.693069458007812
67800,14,"('hunt', 1, 2)",-6.086472988128662,-16.737483978271484
67800,15,"('hunt', 2, 0)",-9.482877731323242,-38.13962173461914
67800,16,"('hunt', 2, 1)",-7.1048583984375,-24.788949966430664
67800,17,"('hunt', 2, 2)",-4.534463882446289,-9.52016544342041
67800,18,"('expedition', 0, 0)",,
68000,0,"('wait', 0, 0)",-12.327632904052734,-45.98310089111328
68000,1,"('wait', 0, 1)",-9.375935554504395,-32.505672454833984
68000,2,"('wait', 0, 2)",-9.00443172454834,-31.521202087402344
68000,3,"('wait', 1, 0)",-9.993818283081055,-36.519325256347656
68000,4,"('wait', 1, 1)",-6.123960018157959,-17.370248794555664
68000,5,"('wait', 1, 2)",-6.491772174835205,-18.986597061157227
68000,6,"('wait', 2, 0)",-9.997235298156738,-40.43928146362305
68000,7,"('wait', 2, 1)",-6.936801910400391,-25.75389289855957
68000,8,"('wait', 2, 2)",-5.296656131744385,-11.82251262664795
68000,9,"('hunt', 0, 0)",-12.833474159240723,-46.71326446533203
68000,10,"('hunt', 0, 1)",-8.882721900939941,-29.954750061035156
68000,11,"('hunt', 0, 2)",-8.994335174560547,-30.8301944732666
68000,12,"('hunt', 1, 0)",-9.749846458435059,-34.887794494628906
68000,13,"('hunt', 1, 1)",-5.957537651062012,-15.773475646972656
68000,14,"('hunt', 1, 2)",-6.086472988128662,-16.737483978271484
68000,15,"('hunt', 2, 0)",-9.487908363342285,-38.13143539428711
68000,16,"('hunt', 2, 1)",-7.1048583984375,-24.788949966430664
68000,17,"('hunt', 2, 2)",-4.62558650970459,-9.91236686706543
68000,18,"('expedition', 0, 0)",,
68200,0,"('wait', 0, 0)",-12.333563804626465,-45.98945236206055
68200,1,"('wait', 0, 1)",-9.375935554504395,-32.505672454833984
68200,2,"('wait', 0, 2)",-9.00443172454834,-31.521202087402344
68200,3,"('wait', 1, 0)",-10.022883415222168,-36.58441162109375
68200,4,"('wait', 1, 1)",-6.126710891723633,-17.370676040649414
68200,5,"('wait', 1, 2)",-6.494821548461914,-18.98508071899414
68200,6,"('wait', 2, 0)",-9.997235298156738,-40.43928146362305
68200,7,"('wait', 2, 1)",-6.936801910400391,-25.75389289855957
68200,8,"('wait', 2, 2)",-5.296656131744385,-11.82251262664795
68200,9,"('hunt', 0, 0)",-12.833474159240723,-46.71326446533203
68200,10,"('hunt', 0, 1)",-8.882721900939941,-29.954750061035156
68200,11,"('hunt', 0, 2)",-9.013385772705078,-30.896141052246094
68200,12,"('hunt', 1, 0)",-9.754064559936523,-34.87361526489258
68200,13,"('hunt', 1, 1)",-5.958608627319336,-15.78840446472168
68200,14,"('hunt', 1, 2)",-6.08879280090332,-16.737882614135742
68200,15,"('hunt', 2, 0)",-9.487908363342285,-38.13143539428711
68200,16,"('hunt', 2, 1)",-7.099719524383545,-24.714080810546875
68200,17,"('hunt', 2, 2)",-4.680319309234619,-9.660603523254395
68200,18,"('expedition', 0, 0)",,
68400,0,"('wait', 0, 0)",-12.345365524291992,-46.002159118652344
68400,1,"('wait', 0, 1)",-9.375935554504395,-32.505672454833984
