batch,action_idx,action,Q,W
79600,12,"('hunt', 1, 0)",-10.139357566833496,-35.58592224121094
79600,13,"('hunt', 1, 1)",-6.011917591094971,-15.672569274902344
79600,14,"('hunt', 1, 2)",-6.145073890686035,-16.641590118408203
79600,15,"('hunt', 2, 0)",-9.906326293945312,-38.96501922607422
79600,16,"('hunt', 2, 1)",-7.288178443908691,-25.21674346923828
79600,17,"('hunt', 2, 2)",-4.485313415527344,-8.855868339538574
79600,18,"('expedition', 0, 0)",,
79800,0,"('wait', 0, 0)",-12.891870498657227,-47.00681686401367
79800,1,"('wait', 0, 1)",-9.636749267578125,-32.88402557373047
79800,2,"('wait', 0, 2)",-9.32308292388916,-31.934017181396484
79800,3,"('wait', 1, 0)",-10.33171272277832,-37.00260543823242
79800,4,"('wait', 1, 1)",-6.252952575683594,-17.657302856445312
79800,5,"('wait', 1, 2)",-6.643877029418945,-19.364580154418945
79800,6,"('wait', 2, 0)",-10.292247772216797,-40.662105560302734
79800,7,"('wait', 2, 1)",-7.1750640869140625,-26.234174728393555
79800,8,"('wait', 2, 2)",-5.28139066696167,-11.62654972076416
79800,9,"('hunt', 0, 0)",-13.571913719177246,-48.167686462402344
79800,10,"('hunt', 0, 1)",-9.139707565307617,-30.32622528076172
79800,11,"('hunt', 0, 2)",-9.344250679016113,-31.60115623474121
79800,12,"('hunt', 1, 0)",-10.142890930175781,-35.596805572509766
79800,13,"('hunt', 1, 1)",-6.007130146026611,-15.605558395385742
79800,14,"('hunt', 1, 2)",-6.145073890686035,-16.641590118408203
79800,15,"('hunt', 2, 0)",-9.906326293945312,-38.96501922607422
79800,16,"('hunt', 2, 1)",-7.288178443908691,-25.21674346923828
79800,17,"('hunt', 2, 2)",-4.4907941818237305,-8.649069786071777
79800,18,"('expedition', 0, 0)",,
80000,0,"('wait', 0, 0)",-12.891870498657227,-47.00681686401367
80000,1,"('wait', 0, 1)",-9.659170150756836,-32.93393325805664
80000,2,"('wait', 0, 2)",-9.32308292388916,-31.934017181396484
80000,3,"('wait', 1, 0)",-10.33544921875,-37.00459671020508
80000,4,"('wait', 1, 1)",-6.256430149078369,-17.658079147338867
80000,5,"('wait', 1, 2)",-6.645171642303467,-19.364110946655273
80000,6,"('wait', 2, 0)",-10.296639442443848,-40.668060302734375
80000,7,"('wait', 2, 1)",-7.177515983581543,-26.23701286315918
80000,8,"('wait', 2, 2)",-5.281554222106934,-11.625554084777832
80000,9,"('hunt', 0, 0)",-13.571913719177246,-48.167686462402344
80000,10,"('hunt', 0, 1)",-9.14253044128418,-30.333709716796875
80000,11,"('hunt', 0, 2)",-9.344250679016113,-31.60115623474121
80000,12,"('hunt', 1, 0)",-10.146410942077637,-35.58403396606445
80000,13,"('hunt', 1, 1)",-6.007130146026611,-15.605558395385742
80000,14,"('hunt', 1, 2)",-6.145998477935791,-16.629592895507812
80000,15,"('hunt', 2, 0)",-9.906326293945312,-38.96501922607422
80000,16,"('hunt', 2, 1)",-7.290393829345703,-25.202680587768555
80000,17,"('hunt', 2, 2)",-4.550959587097168,-9.056941986083984
80000,18,"('expedition', 0, 0)",,
80200,0,"('wait', 0, 0)",-12.914658546447754,-47.053443908691406
80200,1,"('wait', 0, 1)",-9.662324905395508,-32.93209457397461
80200,2,"('wait', 0, 2)",-9.32308292388916,-31.934017181396484
80200,3,"('wait', 1, 0)",-10.339174270629883,-37.006195068359375
80200,4,"('wait', 1, 1)",-6.256430149078369,-17.658079147338867
80200,5,"('wait', 1, 2)",-6.646460056304932,-19.363475799560547
80200,6,"('wait', 2, 0)",-10.296639442443848,-40.668060302734375
80200,7,"('wait', 2, 1)",-7.182413101196289,-26.24260139465332
80200,8,"('wait', 2, 2)",-5.2752556800842285,-11.57250690460205
80200,9,"('hunt', 0, 0)",-13.571913719177246,-48.167686462402344
80200,10,"('hunt', 0, 1)",-9.158271789550781,-30.3892765045166
80200,11,"('hunt', 0, 2)",-9.344250679016113,-31.60115623474121
80200,12,"('hunt', 1, 0)",-10.146410942077637,-35.58403396606445
80200,13,"('hunt', 1, 1)",-6.007130146026611,-15.605558395385742
80200,14,"('hunt', 1, 2)",-6.145998477935791,-16.629592895507812
80200,15,"('hunt', 2, 0)",-9.906326293945312,-38.96501922607422
80200,16,"('hunt', 2, 1)",-7.292603969573975,-25.18861198425293
80200,17,"('hunt', 2, 2)",-4.628889560699463,-9.366601943969727
80200,18,"('expedition', 0, 0)",,
80400,0,"('wait', 0, 0)",-12.950274467468262,-47.138587951660156
80400,1,"('wait', 0, 1)",-9.662324905395508,-32.93209457397461
80400,2,"('wait', 0, 2)",-9.338956832885742,-31.987716674804688
80400,3,"('wait', 1, 0)",-10.342885971069336,-37.007816314697266
80400,4,"('wait', 1, 1)",-6.259888172149658,-17.659034729003906
80400,5,"('wait', 1, 2)",-6.646460056304932,-19.363475799560547
80400,6,"('wait', 2, 0)",-10.313881874084473,-40.7147331237793
80400,7,"('wait', 2, 1)",-7.182413101196289,-26.24260139465332
80400,8,"('wait', 2, 2)",-5.2752556800842285,-11.57250690460205
80400,9,"('hunt', 0, 0)",-13.571913719177246,-48.167686462402344
80400,10,"('hunt', 0, 1)",-9.158271789550781,-30.3892765045166
80400,11,"('hunt', 0, 2)",-9.347175598144531,-31.58913803100586
80400,12,"('hunt', 1, 0)",-10.162808418273926,-35.635250091552734
80400,13,"('hunt', 1, 1)",-6.007130146026611,-15.605558395385742
80400,14,"('hunt', 1, 2)",-6.141383647918701,-16.5621280670166
80400,15,"('hunt', 2, 0)",-9.91049575805664,-38.98519515991211
80400,16,"('hunt', 2, 1)",-7.292603969573975,-25.18861198425293
80400,17,"('hunt', 2, 2)",-4.628991603851318,-9.051444053649902
80400,18,"('expedition', 0, 0)",,
80600,0,"('wait', 0, 0)",-12.972969055175781,-47.18470001220703
80600,1,"('wait', 0, 1)",-9.694315910339355,-33.0384407043457
80600,2,"('wait', 0, 2)",-9.347940444946289,-31.98120880126953
80600,3,"('wait', 1, 0)",-10.342885971069336,-37.007816314697266
80600,4,"('wait', 1, 1)",-6.2610368728637695,-17.65934944152832
80600,5,"('wait', 1, 2)",-6.65030574798584,-19.3617000579834
80600,6,"('wait', 2, 0)",-10.313881874084473,-40.7147331237793
80600,7,"('wait', 2, 1)",-7.182413101196289,-26.24260139465332
80600,8,"('wait', 2, 2)",-5.2752556800842285,-11.57250690460205
80600,9,"('hunt', 0, 0)",-13.571913719177246,-48.167686462402344
80600,10,"('hunt', 0, 1)",-9.161079406738281,-30.39702606201172
80600,11,"('hunt', 0, 2)",-9.365248680114746,-31.572490692138672
80600,12,"('hunt', 1, 0)",-10.162808418273926,-35.635250091552734
80600,13,"('hunt', 1, 1)",-6.007966995239258,-15.617586135864258
80600,14,"('hunt', 1, 2)",-6.143193244934082,-16.561511993408203
80600,15,"('hunt', 2, 0)",-9.91049575805664,-38.98519515991211
80600,16,"('hunt', 2, 1)",-7.307631015777588,-25.24660873413086
80600,17,"('hunt', 2, 2)",-4.655324459075928,-9.44101619720459
80600,18,"('expedition', 0, 0)",,
80800,0,"('wait', 0, 0)",-12.972969055175781,-47.18470001220703
80800,1,"('wait', 0, 1)",-9.710111618041992,-33.02254867553711
80800,2,"('wait', 0, 2)",-9.347940444946289,-31.98120880126953
80800,3,"('wait', 1, 0)",-10.342885971069336,-37.007816314697266
80800,4,"('wait', 1, 1)",-6.292402267456055,-17.78880500793457
80800,5,"('wait', 1, 2)",-6.65030574798584,-19.3617000579834
80800,6,"('wait', 2, 0)",-10.313881874084473,-40.7147331237793
80800,7,"('wait', 2, 1)",-7.182413101196289,-26.24260139465332
80800,8,"('wait', 2, 2)",-5.2752556800842285,-11.57250690460205
80800,9,"('hunt', 0, 0)",-13.589634895324707,-48.209171295166016
80800,10,"('hunt', 0, 1)",-9.163878440856934,-30.384010314941406
80800,11,"('hunt', 0, 2)",-9.383843421936035,-31.61420440673828
80800,12,"('hunt', 1, 0)",-10.162808418273926,-35.635250091552734
80800,13,"('hunt', 1, 1)",-6.0088043212890625,-15.62971305847168
80800,14,"('hunt', 1, 2)",-6.143193244934082,-16.561511993408203
80800,15,"('hunt', 2, 0)",-9.91049575805664,-38.98519515991211
80800,16,"('hunt', 2, 1)",-7.307631015777588,-25.24660873413086
80800,17,"('hunt', 2, 2)",-4.6848320960998535,-9.53520393371582
80800,18,"('expedition', 0, 0)",,
81000,0,"('wait', 0, 0)",-13.025979995727539,-47.311012268066406
81000,1,"('wait', 0, 1)",-9.735376358032227,-33.069522857666016
81000,2,"('wait', 0, 2)",-9.347940444946289,-31.98120880126953
81000,3,"('wait', 1, 0)",-10.34656810760498,-37.010135650634766
81000,4,"('wait', 1, 1)",-6.297032356262207,-17.789318084716797
81000,5,"('wait', 1, 2)",-6.651580810546875,-19.361385345458984
81000,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
81000,7,"('wait', 2, 1)",-7.184837818145752,-26.245521545410156
81000,8,"('wait', 2, 2)",-5.275327682495117,-11.57170581817627
81000,9,"('hunt', 0, 0)",-13.589634895324707,-48.209171295166016
81000,10,"('hunt', 0, 1)",-9.1602783203125,-30.319311141967773
81000,11,"('hunt', 0, 2)",-9.386744499206543,-31.622295379638672
81000,12,"('hunt', 1, 0)",-10.162808418273926,-35.635250091552734
81000,13,"('hunt', 1, 1)",-6.024088382720947,-15.696368217468262
81000,14,"('hunt', 1, 2)",-6.137697696685791,-16.506441116333008
81000,15,"('hunt', 2, 0)",-9.9274263381958,-39.03290557861328
81000,16,"('hunt', 2, 1)",-7.30982780456543,-25.26298713684082
81000,17,"('hunt', 2, 2)",-4.696149826049805,-9.432689666748047
81000,18,"('expedition', 0, 0)",,
81200,0,"('wait', 0, 0)",-13.066106796264648,-47.39811325073242
81200,1,"('wait', 0, 1)",-9.73848819732666,-33.067481994628906
81200,2,"('wait', 0, 2)",-9.347940444946289,-31.98120880126953
81200,3,"('wait', 1, 0)",-10.350236892700195,-37.012245178222656
81200,4,"('wait', 1, 1)",-6.297032356262207,-17.789318084716797
81200,5,"('wait', 1, 2)",-6.655387878417969,-19.35953140258789
81200,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
81200,7,"('wait', 2, 1)",-7.187256336212158,-26.248619079589844
81200,8,"('wait', 2, 2)",-5.275327682495117,-11.57170581817627
81200,9,"('hunt', 0, 0)",-13.589634895324707,-48.209171295166016
81200,10,"('hunt', 0, 1)",-9.1602783203125,-30.319311141967773
81200,11,"('hunt', 0, 2)",-9.38613224029541,-31.56460952758789
81200,12,"('hunt', 1, 0)",-10.162808418273926,-35.635250091552734
81200,13,"('hunt', 1, 1)",-6.024930000305176,-15.708415985107422
81200,14,"('hunt', 1, 2)",-6.137697696685791,-16.506441116333008
81200,15,"('hunt', 2, 0)",-9.931561470031738,-39.052452087402344
81200,16,"('hunt', 2, 1)",-7.30982780456543,-25.26298713684082
81200,17,"('hunt', 2, 2)",-4.619802474975586,-9.145947456359863
81200,18,"('expedition', 0, 0)",,
81400,0,"('wait', 0, 0)",-13.088589668273926,-47.4432373046875
81400,1,"('wait', 0, 1)",-9.73848819732666,-33.067481994628906
81400,2,"('wait', 0, 2)",-9.350899696350098,-31.9793758392334
81400,3,"('wait', 1, 0)",-10.350236892700195,-37.012245178222656
81400,4,"('wait', 1, 1)",-6.298182487487793,-17.789405822753906
81400,5,"('wait', 1, 2)",-6.65154504776001,-19.301889419555664
81400,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
81400,7,"('wait', 2, 1)",-7.187256336212158,-26.248619079589844
81400,8,"('wait', 2, 2)",-5.275327682495117,-11.57170581817627
81400,9,"('hunt', 0, 0)",-13.589634895324707,-48.209171295166016
81400,10,"('hunt', 0, 1)",-9.1602783203125,-30.319311141967773
81400,11,"('hunt', 0, 2)",-9.389001846313477,-31.5730037689209
81400,12,"('hunt', 1, 0)",-10.166269302368164,-35.64594650268555
81400,13,"('hunt', 1, 1)",-6.025773525238037,-15.7204008102417
81400,14,"('hunt', 1, 2)",-6.139464855194092,-16.4832763671875
81400,15,"('hunt', 2, 0)",-9.935686111450195,-39.072452545166016
81400,16,"('hunt', 2, 1)",-7.312007427215576,-25.249605178833008
81400,17,"('hunt', 2, 2)",-4.724091053009033,-9.604649543762207
81400,18,"('expedition', 0, 0)",,
81600,0,"('wait', 0, 0)",-13.106141090393066,-47.48486328125
81600,1,"('wait', 0, 1)",-9.73848819732666,-33.067481994628906
81600,2,"('wait', 0, 2)",-9.350899696350098,-31.9793758392334
81600,3,"('wait', 1, 0)",-10.366572380065918,-37.061492919921875
81600,4,"('wait', 1, 1)",-6.298182487487793,-17.789405822753906
81600,5,"('wait', 1, 2)",-6.654050350189209,-19.300853729248047
81600,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
81600,7,"('wait', 2, 1)",-7.1896586418151855,-26.25166893005371
81600,8,"('wait', 2, 2)",-5.275327682495117,-11.57170581817627
81600,9,"('hunt', 0, 0)",-13.607165336608887,-48.25017166137695
81600,10,"('hunt', 0, 1)",-9.175698280334473,-30.3737850189209
81600,11,"('hunt', 0, 2)",-9.391865730285645,-31.581438064575195
81600,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
81600,13,"('hunt', 1, 1)",-6.025773525238037,-15.7204008102417
81600,14,"('hunt', 1, 2)",-6.139464855194092,-16.4832763671875
81600,15,"('hunt', 2, 0)",-9.935686111450195,-39.072452545166016
81600,16,"('hunt', 2, 1)",-7.312007427215576,-25.249605178833008
81600,17,"('hunt', 2, 2)",-4.7088775634765625,-9.416741371154785
81600,18,"('expedition', 0, 0)",,
81800,0,"('wait', 0, 0)",-13.106141090393066,-47.48486328125
81800,1,"('wait', 0, 1)",-9.747751235961914,-33.061378479003906
81800,2,"('wait', 0, 2)",-9.353842735290527,-31.977190017700195
81800,3,"('wait', 1, 0)",-10.390168190002441,-37.113887786865234
81800,4,"('wait', 1, 1)",-6.298182487487793,-17.789405822753906
81800,5,"('wait', 1, 2)",-6.657792091369629,-19.299663543701172
81800,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
81800,7,"('wait', 2, 1)",-7.1896586418151855,-26.25166893005371
81800,8,"('wait', 2, 2)",-5.275327682495117,-11.57170581817627
81800,9,"('hunt', 0, 0)",-13.607165336608887,-48.25017166137695
81800,10,"('hunt', 0, 1)",-9.178455352783203,-30.381101608276367
81800,11,"('hunt', 0, 2)",-9.391865730285645,-31.581438064575195
81800,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
81800,13,"('hunt', 1, 1)",-6.026613235473633,-15.732612609863281
81800,14,"('hunt', 1, 2)",-6.139464855194092,-16.4832763671875
81800,15,"('hunt', 2, 0)",-9.952431678771973,-39.11954879760742
81800,16,"('hunt', 2, 1)",-7.312007427215576,-25.249605178833008
81800,17,"('hunt', 2, 2)",-4.727917671203613,-9.458477973937988
81800,18,"('expedition', 0, 0)",,
82000,0,"('wait', 0, 0)",-13.123605728149414,-47.5262451171875
82000,1,"('wait', 0, 1)",-9.76960277557373,-33.10874938964844
82000,2,"('wait', 0, 2)",-9.369399070739746,-32.02978515625
82000,3,"('wait', 1, 0)",-10.390168190002441,-37.113887786865234
82000,4,"('wait', 1, 1)",-6.298182487487793,-17.789405822753906
82000,5,"('wait', 1, 2)",-6.657792091369629,-19.299663543701172
82000,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
82000,7,"('wait', 2, 1)",-7.1920485496521,-26.254615783691406
82000,8,"('wait', 2, 2)",-5.2753987312316895,-11.570640563964844
82000,9,"('hunt', 0, 0)",-13.611994743347168,-48.26045608520508
82000,10,"('hunt', 0, 1)",-9.181206703186035,-30.388259887695312
82000,11,"('hunt', 0, 2)",-9.394721031188965,-31.58952522277832
82000,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
82000,13,"('hunt', 1, 1)",-6.027449607849121,-15.721349716186523
82000,14,"('hunt', 1, 2)",-6.139464855194092,-16.4832763671875
82000,15,"('hunt', 2, 0)",-9.952431678771973,-39.11954879760742
82000,16,"('hunt', 2, 1)",-7.3267974853515625,-25.30661964416504
82000,17,"('hunt', 2, 2)",-4.740874767303467,-9.353890419006348
82000,18,"('expedition', 0, 0)",,
82200,0,"('wait', 0, 0)",-13.128437042236328,-47.5299072265625
82200,1,"('wait', 0, 1)",-9.76960277557373,-33.10874938964844
82200,2,"('wait', 0, 2)",-9.369399070739746,-32.02978515625
82200,3,"('wait', 1, 0)",-10.390168190002441,-37.113887786865234
82200,4,"('wait', 1, 1)",-6.311907768249512,-17.852537155151367
82200,5,"('wait', 1, 2)",-6.659032821655273,-19.299123764038086
82200,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
82200,7,"('wait', 2, 1)",-7.1920485496521,-26.254615783691406
82200,8,"('wait', 2, 2)",-5.2753987312316895,-11.570640563964844
82200,9,"('hunt', 0, 0)",-13.616822242736816,-48.27077865600586
82200,10,"('hunt', 0, 1)",-9.181206703186035,-30.388259887695312
82200,11,"('hunt', 0, 2)",-9.394721031188965,-31.58952522277832
82200,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
82200,13,"('hunt', 1, 1)",-6.028279781341553,-15.709931373596191
82200,14,"('hunt', 1, 2)",-6.14833927154541,-16.504806518554688
82200,15,"('hunt', 2, 0)",-9.96060848236084,-39.13179016113281
82200,16,"('hunt', 2, 1)",-7.328956604003906,-25.29340934753418
82200,17,"('hunt', 2, 2)",-4.732171058654785,-9.323576927185059
82200,18,"('expedition', 0, 0)",,
82400,0,"('wait', 0, 0)",-13.1680326461792,-47.61582946777344
82400,1,"('wait', 0, 1)",-9.772668838500977,-33.1063232421875
82400,2,"('wait', 0, 2)",-9.387808799743652,-32.0797004699707
82400,3,"('wait', 1, 0)",-10.40993881225586,-37.16475296020508
82400,4,"('wait', 1, 1)",-6.313049793243408,-17.85233497619629
82400,5,"('wait', 1, 2)",-6.659032821655273,-19.299123764038086
82400,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
82400,7,"('wait', 2, 1)",-7.1920485496521,-26.254615783691406
82400,8,"('wait', 2, 2)",-5.2753987312316895,-11.570640563964844
82400,9,"('hunt', 0, 0)",-13.65151596069336,-48.351776123046875
82400,10,"('hunt', 0, 1)",-9.211782455444336,-30.49605941772461
82400,11,"('hunt', 0, 2)",-9.39755916595459,-31.597808837890625
82400,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
82400,13,"('hunt', 1, 1)",-6.028279781341553,-15.709931373596191
82400,14,"('hunt', 1, 2)",-6.14921236038208,-16.516721725463867
82400,15,"('hunt', 2, 0)",-9.964689254760742,-39.12416076660156
82400,16,"('hunt', 2, 1)",-7.328956604003906,-25.29340934753418
82400,17,"('hunt', 2, 2)",-4.6929121017456055,-8.889244079589844
82400,18,"('expedition', 0, 0)",,
82600,0,"('wait', 0, 0)",-13.1680326461792,-47.61582946777344
82600,1,"('wait', 0, 1)",-9.772668838500977,-33.1063232421875
82600,2,"('wait', 0, 2)",-9.390732765197754,-32.077144622802734
82600,3,"('wait', 1, 0)",-10.43331527709961,-37.217594146728516
82600,4,"('wait', 1, 1)",-6.314189434051514,-17.852317810058594
82600,5,"('wait', 1, 2)",-6.660266876220703,-19.2988224029541
82600,6,"('wait', 2, 0)",-10.32257080078125,-40.72690200805664
82600,7,"('wait', 2, 1)",-7.1944193840026855,-26.257328033447266
82600,8,"('wait', 2, 2)",-5.2754693031311035,-11.57055377960205
82600,9,"('hunt', 0, 0)",-13.668840408325195,-48.39216613769531
82600,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
82600,11,"('hunt', 0, 2)",-9.412919998168945,-31.65032958984375
82600,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
82600,13,"('hunt', 1, 1)",-6.0291032791137695,-15.698404312133789
82600,14,"('hunt', 1, 2)",-6.14921236038208,-16.516721725463867
82600,15,"('hunt', 2, 0)",-9.968749046325684,-39.11650085449219
82600,16,"('hunt', 2, 1)",-7.328956604003906,-25.29340934753418
82600,17,"('hunt', 2, 2)",-4.6612935066223145,-8.85863208770752
82600,18,"('expedition', 0, 0)",,
82800,0,"('wait', 0, 0)",-13.1680326461792,-47.61582946777344
82800,1,"('wait', 0, 1)",-9.803743362426758,-33.20936584472656
82800,2,"('wait', 0, 2)",-9.39365005493164,-32.074764251708984
82800,3,"('wait', 1, 0)",-10.43331527709961,-37.217594146728516
82800,4,"('wait', 1, 1)",-6.314189434051514,-17.852317810058594
82800,5,"('wait', 1, 2)",-6.661497592926025,-19.298574447631836
82800,6,"('wait', 2, 0)",-10.32681655883789,-40.73225021362305
82800,7,"('wait', 2, 1)",-7.196784496307373,-26.26018714904785
82800,8,"('wait', 2, 2)",-5.275679588317871,-11.571121215820312
82800,9,"('hunt', 0, 0)",-13.703388214111328,-48.47260284423828
82800,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
82800,11,"('hunt', 0, 2)",-9.412919998168945,-31.65032958984375
82800,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
82800,13,"('hunt', 1, 1)",-6.0291032791137695,-15.698404312133789
82800,14,"('hunt', 1, 2)",-6.14921236038208,-16.516721725463867
82800,15,"('hunt', 2, 0)",-9.972793579101562,-39.108802795410156
82800,16,"('hunt', 2, 1)",-7.328956604003906,-25.29340934753418
82800,17,"('hunt', 2, 2)",-4.7060136795043945,-9.075995445251465
82800,18,"('expedition', 0, 0)",,
83000,0,"('wait', 0, 0)",-13.185276985168457,-47.65657424926758
83000,1,"('wait', 0, 1)",-9.803743362426758,-33.20936584472656
83000,2,"('wait', 0, 2)",-9.40899658203125,-32.126556396484375
83000,3,"('wait', 1, 0)",-10.436912536621094,-37.22010803222656
83000,4,"('wait', 1, 1)",-6.315323829650879,-17.852746963500977
83000,5,"('wait', 1, 2)",-6.65648889541626,-19.242748260498047
83000,6,"('wait', 2, 0)",-10.32681655883789,-40.73225021362305
83000,7,"('wait', 2, 1)",-7.196784496307373,-26.26018714904785
83000,8,"('wait', 2, 2)",-5.275679588317871,-11.571121215820312
83000,9,"('hunt', 0, 0)",-13.755105972290039,-48.59274673461914
83000,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
83000,11,"('hunt', 0, 2)",-9.412919998168945,-31.65032958984375
83000,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
83000,13,"('hunt', 1, 1)",-6.0291032791137695,-15.698404312133789
83000,14,"('hunt', 1, 2)",-6.150081634521484,-16.52863883972168
83000,15,"('hunt', 2, 0)",-9.976838111877441,-39.128360748291016
83000,16,"('hunt', 2, 1)",-7.33322286605835,-25.266895294189453
83000,17,"('hunt', 2, 2)",-4.699817657470703,-9.117345809936523
83000,18,"('expedition', 0, 0)",,
83200,0,"('wait', 0, 0)",-13.185276985168457,-47.65657424926758
83200,1,"('wait', 0, 1)",-9.803743362426758,-33.20936584472656
83200,2,"('wait', 0, 2)",-9.424308776855469,-32.17817687988281
83200,3,"('wait', 1, 0)",-10.436912536621094,-37.22010803222656
83200,4,"('wait', 1, 1)",-6.315323829650879,-17.852746963500977
83200,5,"('wait', 1, 2)",-6.65648889541626,-19.242748260498047
83200,6,"('wait', 2, 0)",-10.32681655883789,-40.73225021362305
83200,7,"('wait', 2, 1)",-7.196784496307373,-26.26018714904785
83200,8,"('wait', 2, 2)",-5.275749683380127,-11.57141399383545
83200,9,"('hunt', 0, 0)",-13.759882926940918,-48.60247802734375
83200,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
83200,11,"('hunt', 0, 2)",-9.412919998168945,-31.65032958984375
83200,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
83200,13,"('hunt', 1, 1)",-6.029919624328613,-15.686952590942383
83200,14,"('hunt', 1, 2)",-6.150949478149414,-16.54088020324707
83200,15,"('hunt', 2, 0)",-9.984896659851074,-39.11263656616211
83200,16,"('hunt', 2, 1)",-7.33322286605835,-25.266895294189453
83200,17,"('hunt', 2, 2)",-4.700643539428711,-9.170581817626953
83200,18,"('expedition', 0, 0)",,
83400,0,"('wait', 0, 0)",-13.202412605285645,-47.697025299072266
83400,1,"('wait', 0, 1)",-9.806779861450195,-33.20660400390625
83400,2,"('wait', 0, 2)",-9.439614295959473,-32.22971725463867
83400,3,"('wait', 1, 0)",-10.440496444702148,-37.22236251831055
83400,4,"('wait', 1, 1)",-6.310249328613281,-17.798768997192383
83400,5,"('wait', 1, 2)",-6.65770149230957,-19.242420196533203
83400,6,"('wait', 2, 0)",-10.331025123596191,-40.73746109008789
83400,7,"('wait', 2, 1)",-7.196784496307373,-26.26018714904785
83400,8,"('wait', 2, 2)",-5.275749683380127,-11.57141399383545
83400,9,"('hunt', 0, 0)",-13.759882926940918,-48.60247802734375
83400,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
83400,11,"('hunt', 0, 2)",-9.415721893310547,-31.638792037963867
83400,12,"('hunt', 1, 0)",-10.169720649719238,-35.634029388427734
83400,13,"('hunt', 1, 1)",-6.030735969543457,-15.698295593261719
83400,14,"('hunt', 1, 2)",-6.150949478149414,-16.54088020324707
83400,15,"('hunt', 2, 0)",-9.988914489746094,-39.13206481933594
83400,16,"('hunt', 2, 1)",-7.335345268249512,-25.281940460205078
83400,17,"('hunt', 2, 2)",-4.694703102111816,-9.10694694519043
83400,18,"('expedition', 0, 0)",,
83600,0,"('wait', 0, 0)",-13.224282264709473,-47.74010467529297
83600,1,"('wait', 0, 1)",-9.806779861450195,-33.20660400390625
83600,2,"('wait', 0, 2)",-9.442512512207031,-32.22676467895508
83600,3,"('wait', 1, 0)",-10.444069862365723,-37.22414779663086
83600,4,"('wait', 1, 1)",-6.32486629486084,-17.861347198486328
83600,5,"('wait', 1, 2)",-6.658908843994141,-19.24176788330078
83600,6,"('wait', 2, 0)",-10.331025123596191,-40.73746109008789
83600,7,"('wait', 2, 1)",-7.199124813079834,-26.262903213500977
83600,8,"('wait', 2, 2)",-5.275749683380127,-11.57141399383545
83600,9,"('hunt', 0, 0)",-13.759882926940918,-48.60247802734375
83600,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
83600,11,"('hunt', 0, 2)",-9.418516159057617,-31.645963668823242
83600,12,"('hunt', 1, 0)",-10.173080444335938,-35.62211608886719
83600,13,"('hunt', 1, 1)",-6.030735969543457,-15.698295593261719
83600,14,"('hunt', 1, 2)",-6.150949478149414,-16.54088020324707
83600,15,"('hunt', 2, 0)",-9.988914489746094,-39.13206481933594
83600,16,"('hunt', 2, 1)",-7.335345268249512,-25.281940460205078
83600,17,"('hunt', 2, 2)",-4.638526916503906,-9.024510383605957
83600,18,"('expedition', 0, 0)",,
83800,0,"('wait', 0, 0)",-13.224282264709473,-47.74010467529297
83800,1,"('wait', 0, 1)",-9.806779861450195,-33.20660400390625
83800,2,"('wait', 0, 2)",-9.442512512207031,-32.22676467895508
83800,3,"('wait', 1, 0)",-10.451199531555176,-37.22782897949219
83800,4,"('wait', 1, 1)",-6.325985431671143,-17.86140251159668
83800,5,"('wait', 1, 2)",-6.658908843994141,-19.24176788330078
83800,6,"('wait', 2, 0)",-10.331025123596191,-40.73746109008789
83800,7,"('wait', 2, 1)",-7.199124813079834,-26.262903213500977
83800,8,"('wait', 2, 2)",-5.275819301605225,-11.571656227111816
83800,9,"('hunt', 0, 0)",-13.776947021484375,-48.64203643798828
83800,10,"('hunt', 0, 1)",-9.229792594909668,-30.55683708190918
83800,11,"('hunt', 0, 2)",-9.418516159057617,-31.645963668823242
83800,12,"('hunt', 1, 0)",-10.173080444335938,-35.62211608886719
83800,13,"('hunt', 1, 1)",-6.031549453735352,-15.709233283996582
83800,14,"('hunt', 1, 2)",-6.164130210876465,-16.603206634521484
